Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met8688,CARD_v3.0.8_SRST2,OXA_Bla,OXA-1_999,100,47.738,,,0,831,0.063,117,999,
Met8688,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,14.688,1snp,,0.104,966,0.5,69,352,
Met8688,CARD_v3.0.8_SRST2,LsaC_MLS,lsaC_2171,91.413,13.592,51snp127holes,edge0.0,3.772,1479,0.5,279,2171,
Met8688,CARD_v3.0.8_SRST2,SAT_AGly,sat-4_195,100,25.033,1snp,,0.184,543,0.15,29,195,
Met8688,CARD_v3.0.8_SRST2,AAC6';APH2''_AGly,aac6'-Ie-aph2''-Ia_91,100,24.949,,,0,1440,0.083,3,91,
Met8688,CARD_v3.0.8_SRST2,VgaE_MLS,vgaE_2220,95.429,23.617,88snp72holes,edge0.0,5.855,1575,0.059,321,2220,
Met8688,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,10.011,,,0,792,0.2,5,93,
Met8688,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,12.575,,,0,909,0.167,7,136,
Met8688,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,60.19,,,0,762,0.054,6,128,
Met8688,CARD_v3.0.8_SRST2,Erm_MLS,ermB.v1_2136,100,4.94,2snp,depth4.94,0.271,738,0.333,267,2136,
Met8688,CARD_v3.0.8_SRST2,TetX_Tet,tetX_2352,92.631,4.193,3snp86holes,edge1.0,0.278,1167,0.333,385,2352,
Met8688,CARD_v3.0.8_SRST2,TetZ_Tet,tetZ_2354,100,6.49,1snp,,0.087,1155,0.333,387,2354,
Met8688,CARD_v3.0.8_SRST2,APH3'_AGly,aph3'-Ia_148,100,500.733,,,0,816,0.014,11,148,
Met8688,CARD_v3.0.8_SRST2,APH3''_AGly,aph3''-Ib_146,99.876,372.199,1indel,,0,804,0.019,10,146,
Met8688,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,100,488.782,1snp,,0.119,837,0.022,13,172,
Met8688,CARD_v3.0.8_SRST2,CARB_Bla,CARB-5_337,100,79.841,1snp,,0.111,897,0.222,62,337,
Met8688,CARD_v3.0.8_SRST2,TetO_Tet,tetO_2344,100,19.66,5snp,,0.26,1920,0.444,379,2344,
Met8688,CARD_v3.0.8_SRST2,TetM_Tet,tetM.v2_2343,100,132.709,42snp,,2.188,1920,0.463,378,2343,
Met8688,CARD_v3.0.8_SRST2,TetW_Tet,tetW_2351,100,44.791,40snp,,2.083,1920,0.488,384,2351,
Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met8576,CARD_v3.0.8_SRST2,VEB_Bla,VEB-9_1818,99.889,5.829,1holes,,0,900,0.5,150,1818,
Met8576,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,248.728,,,0,816,0.024,338,2284,
Met8576,CARD_v3.0.8_SRST2,CatBx_Phe,CatB4.v1_2412,100,104.916,,,0,549,0.1,394,2412,
Met8576,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,99.283,5.117,1snp6holes,,0.12,837,0.5,392,2410,
Met8576,CARD_v3.0.8_SRST2,OXA_Bla,OXA-1_999,100,42.381,,,0,831,0.044,117,999,
Met8576,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,218.646,,,0,474,0.038,390,2357,
Met8576,CARD_v3.0.8_SRST2,LsaA_MLS,lsaA_2169,100,38.858,28snp,,1.87,1497,0.083,277,2169,
Met8576,CARD_v3.0.8_SRST2,DHA_Bla,DHA-12_638,99.912,71.376,87snp1indel,,7.632,1140,0.071,81,638,
Met8576,CARD_v3.0.8_SRST2,SAT_AGly,sat-2_193,100,146.745,,,0,525,0.036,29,193,
Met8576,CARD_v3.0.8_SRST2,AAC2'_AGly,aac2'-Ia_1,100,336.104,,,0,537,0.363,1,1,
Met8576,CARD_v3.0.8_SRST2,AAC6'_AGly,aac6'-Ib-cr.v2_48,100,76.739,,,0,600,0.25,3,48,
Met8576,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,158.994,2snp3indel,,0.253,792,0.182,5,93,
Met8576,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,28.086,,,0,534,0.083,4,92,
Met8576,CARD_v3.0.8_SRST2,TetA_Tet,tetA.v2_2318,99.608,9.762,5holes,edge2.0,0,1275,0.5,368,2318,
Met8576,CARD_v3.0.8_SRST2,TetB_Tet,tetB.v2_2325,100,317.588,4snp,,0.332,1206,0.424,369,2325,
Met8576,CARD_v3.0.8_SRST2,Cat_Phe,catA1_2229,100,7.955,1snp,edge2.0,0.152,660,0.333,326,2229,
Met8576,CARD_v3.0.8_SRST2,TEM_Bla,TEM-1_1667,100,66.132,2snp,,0.232,861,0.486,143,1667,
Met8576,CARD_v3.0.8_SRST2,PDC_Bla,PDC-7_1375,100,9.965,26snp,edge2.0,2.178,1194,0.5,120,1375,
Met8576,CARD_v3.0.8_SRST2,Erm_MLS,ermF_2143,100,5.734,5snp,,0.624,801,0.5,267,2143,
Met8576,CARD_v3.0.8_SRST2,APH3'_AGly,aph3'-IIb_151,100,7.275,15snp,,1.859,807,0.5,11,151,
Met8576,CARD_v3.0.8_SRST2,APH3''_AGly,aph3''-Ib_146,100,5.672,2snp,edge2.0,0.249,804,0.143,10,146,
Met8576,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v1_171,99.283,5.117,2snp6holes,,0.241,837,0.5,13,171,
Met8576,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,5.672,1snp,edge2.0,0.124,804,0.143,391,2409,
Met8576,CARD_v3.0.8_SRST2,TetQ_Tet,tetQ_2345,100,6.261,34snp,edge2.0,1.722,1974,0.5,379,2345,
Met8576,CARD_v3.0.8_SRST2,TetM_Tet,tetM.v1_2342,99.635,10.504,23snp7holes,edge0.0,1.202,1920,0.462,378,2342,
Met8576,CARD_v3.0.8_SRST2,TetD_Tet,tetD_2331,100,117.976,62snp,,5.232,1185,0.027,371,2331,
Met8576,CARD_v3.0.8_SRST2,TetJ_Tet,tetJ_2338,100,321.442,18snp,,1.504,1197,0.079,375,2338,
Met8689,CARD_v3.0.8_SRST2,APH3'_AGly,aph3'-IIIa_153,100,5.294,,,0,795,0.5,11,153,
Met8689,CARD_v3.0.8_SRST2,APH3''_AGly,aph3''-Ib_146,100,20.79,1snp,,0.124,804,0.1,10,146,
Met8689,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v1_171,100,26.555,1snp,,0.119,837,0.105,13,171,
Met8689,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,3.316,,edge1.0,0,840,0.167,338,2283,
Met8689,CARD_v3.0.8_SRST2,TetM_Tet,tetM.v2_2343,100,17.367,42snp,edge1.0,2.188,1920,0.5,378,2343,
Met8689,CARD_v3.0.8_SRST2,Cmr_Phe,cmx_2268,100,24.653,,,0,1176,0.067,331,2268,
Met8689,CARD_v3.0.8_SRST2,OXA_Bla,OXA-1_999,100,16.465,,edge2.0,0,831,0.2,117,999,
Met8689,CARD_v3.0.8_SRST2,SAT_AGly,sat-4_195,97.053,2.064,9snp16holes,edge0.0,1.708,543,0,29,195,
Met8689,CARD_v3.0.8_SRST2,TetO_Tet,tetO_2344,94.323,6.297,9snp109holes,,0.497,1920,0.429,379,2344,
Met8689,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,26.555,,,0,837,0.105,392,2410,
Met8689,CARD_v3.0.8_SRST2,CARB_Bla,CARB-5_337,100,15.329,1snp,,0.111,897,0.333,62,337,
Met8689,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,98.765,4.453,6holes,depth4.453,0,486,0.2,390,2400,
Met8689,CARD_v3.0.8_SRST2,TetW_Tet,tetW_2351,100,8.63,24snp,,1.25,1920,0.5,384,2351,
Met8689,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,20.793,,,0,804,0.1,391,2409,
Met8689,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,9.823,,edge2.0,0,762,0.167,6,128,
Met8689,CARD_v3.0.8_SRST2,MsrA_MLS,msrA.v1_2191,98.978,4.354,5snp15holes,edge1.0,0.344,1467,0.5,296,2191,
Met8689,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA6_353,99.799,6.327,3snp2indel,edge1.0,0.301,996,0.5,69,353,
Met8689,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,2.97,1snp,edge1.0,0.126,792,0.5,5,93,
Met8689,CARD_v3.0.8_SRST2,Erm_MLS,ermY_2157,97.415,4.474,27snp19holes,edge1.0,3.771,735,0.5,267,2157,
Met8689,CARD_v3.0.8_SRST2,AAC6';APH2''_AGly,aac6'-Ie-aph2''-Ia_91,98.194,4.464,1snp26holes,edge1.0,0.071,1440,0.333,3,91,
Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met8577,CARD_v3.0.8_SRST2,AAC2'_AGly,aac2'-Ia_1,100,2.914,,edge1.0,0,537,0.5,1,1,
Met8577,CARD_v3.0.8_SRST2,Tet-32_Tet,tet32.v2_2294,92.135,4.682,1snp151holes,edge2.0,0.057,1920,0.5,345,2294,
Met8577,CARD_v3.0.8_SRST2,TetQ_Tet,tetQ_2345,99.645,8.678,72snp1indel6holes,,3.659,1974,0.5,379,2345,
Met8577,CARD_v3.0.8_SRST2,TetM_Tet,tetM.v1_2342,96.51,9.473,63snp67holes,edge0.0,3.4,1920,0.5,378,2342,
Met8577,CARD_v3.0.8_SRST2,Erm_MLS,ermF_2143,100,13.536,2snp,,0.25,801,0.333,267,2143,
Met8577,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,9.056,,,0,762,0.167,6,128,
Met8577,CARD_v3.0.8_SRST2,LsaC_MLS,lsaC_2171,90.602,2.555,66snp2indel138holes,edge0.0,4.922,1479,0.429,279,2171,
Met8577,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,53.123,1snp,,0.104,966,0.406,69,352,
Met8577,CARD_v3.0.8_SRST2,MphC_MLS,mphC.v1_2177,90.889,8.393,1snp82holes,edge2.0,0.122,900,0.125,284,2177,
Met8690,CARD_v3.0.8_SRST2,VgaA_MLS,vgaA_2215,100,18.339,29snp,,1.848,1569,0.2,317,2215,
Met8690,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,26.162,,,0,837,0.133,392,2410,
Met8690,CARD_v3.0.8_SRST2,LnuC_MLS,lnuC_2163,100,6.167,8snp,,1.616,495,0.5,272,2163,
Met8690,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrG_2405,100,5.822,,,0,498,0.333,390,2405,
Met8690,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA6_353,99.799,86.577,3snp2indel,,0.301,996,0.282,69,353,
Met8690,CARD_v3.0.8_SRST2,PC1_Bla,PC1-6_1370,99.882,11.991,29snp1indel,,3.428,846,0.5,119,1370,
Met8690,CARD_v3.0.8_SRST2,SAT_AGly,sat-4_195,93.554,12.548,35holes,edge0.0,0,543,0.25,29,195,
Met8690,CARD_v3.0.8_SRST2,Tet-32_Tet,tet32.v1_2293,99.479,11.247,41snp10holes,,2.147,1920,0.5,345,2293,
Met8690,CARD_v3.0.8_SRST2,AAC6';APH2''_AGly,aac6'-Ie-aph2''-Ia_91,99.514,4.943,7holes,edge0.0,0,1440,0.333,3,91,
Met8690,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,20.325,,,0,804,0.25,391,2409,
Met8690,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,6.684,,,0,762,0.5,6,128,
Met8690,CARD_v3.0.8_SRST2,TEM_Bla,TEM-171_1645,100,3.776,,edge1.0,0,861,0.333,143,1645,
Met8690,CARD_v3.0.8_SRST2,Cmr_Phe,cmx_2268,100,24.802,,,0,1176,0.176,331,2268,
Met8690,CARD_v3.0.8_SRST2,TetW_Tet,tetW_2351,100,133.913,5snp,,0.26,1920,0.5,384,2351,
Met8690,CARD_v3.0.8_SRST2,APH3'_AGly,aph3'-Ia_148,100,29.567,,,0,816,0.208,11,148,
Met8690,CARD_v3.0.8_SRST2,APH3''_AGly,aph3''-Ib_146,100,20.325,1snp,,0.124,804,0.25,10,146,
Met8690,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,100,26.158,1snp,,0.119,837,0.133,13,172,
Met8690,CARD_v3.0.8_SRST2,CARB_Bla,CARB-5_337,93.868,4.636,55holes,edge0.0,0,897,0.333,62,337,
Met8690,CARD_v3.0.8_SRST2,TetO_Tet,tetO_2344,100,53.135,7snp,,0.365,1920,0.419,379,2344,
Met8690,CARD_v3.0.8_SRST2,TetM_Tet,tetM.v2_2343,100,27.906,15snp,,0.781,1920,0.5,378,2343,
Met8690,CARD_v3.0.8_SRST2,Tet-40_Tet,tet40_2301,100,21.24,6snp,,0.491,1221,0.478,352,2301,
Met8690,CARD_v3.0.8_SRST2,Erm_MLS,ermA_2135,100,5.262,4snp,edge1.0,0.546,732,0.5,267,2135,
Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met8578,CARD_v3.0.8_SRST2,VEB_Bla,VEB-9_1818,100,50.194,,,0,900,0.083,150,1818,
Met8578,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,192.631,trun,,0,840,0.028,338,2283,
Met8578,CARD_v3.0.8_SRST2,Cmr_Phe,cmx_2268,100,12.852,1snp,,0.085,1176,0.2,331,2268,
Met8578,CARD_v3.0.8_SRST2,OXA_Bla,OXA-9.v1_1020,100,52.817,,,0,840,0.094,117,1020,
Met8578,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrG_2405,100,32.108,,,0,498,0.05,390,2405,
Met8578,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,98.007,4.989,10snp18holes,edge1.0,1.13,903,0.333,66,344,
Met8578,CARD_v3.0.8_SRST2,LsaA_MLS,lsaA_2169,100,7.487,22snp,edge1.0,1.47,1497,0.5,277,2169,
Met8578,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,563.823,,,0,966,0.066,69,352,
Met8578,CARD_v3.0.8_SRST2,DHA_Bla,DHA-12_638,95.702,12.507,73snp49holes,,6.691,1140,0.25,81,638,
Met8578,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,98.933,331.25,65snp13holes,,5.394,1218,0.25,255,2099,
Met8578,CARD_v3.0.8_SRST2,SAT_AGly,sat-2_193,100,29.983,,,0,525,0.067,29,193,
Met8578,CARD_v3.0.8_SRST2,AAC2'_AGly,aac2'-Ia_1,100,339.206,,,0,537,0.303,1,1,
Met8578,CARD_v3.0.8_SRST2,Tet-32_Tet,tet32.v1_2293,100,83.654,,,0,1920,0.048,345,2293,
Met8578,CARD_v3.0.8_SRST2,AAC6';APH2''_AGly,aac6'-Ie-aph2''-Ia_91,98.056,7.541,28holes,edge0.0,0,1440,0.125,3,91,
Met8578,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,164.376,1snp,,0.126,792,0.496,5,93,
Met8578,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,81.736,,,0,534,0.043,4,92,
Met8578,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,14.315,,,0,909,0.2,7,136,
Met8578,CARD_v3.0.8_SRST2,TetB_Tet,tetB.v2_2325,100,387.495,5snp,,0.415,1206,0.497,369,2325,
Met8578,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,303.988,,,0,642,0.338,326,2253,
Met8578,CARD_v3.0.8_SRST2,MphC_MLS,mphC.v1_2177,98.889,3.608,10holes,edge0.0,0,900,0.333,284,2177,
Met8578,CARD_v3.0.8_SRST2,TEM_Bla,TEM-106_1709,100,641.847,1snp,,0.116,861,0.303,143,1709,
Met8578,CARD_v3.0.8_SRST2,PDC_Bla,PDC-10_1372,100,105.065,28snp,,2.345,1194,0.057,120,1372,
Met8578,CARD_v3.0.8_SRST2,CMY_Bla,CMY-2.v2_399,100,32.35,,,0,1146,0.075,76,399,
Met8578,CARD_v3.0.8_SRST2,TetW_Tet,tetW_2351,100,52.546,27snp,,1.406,1920,0.5,384,2351,
Met8578,CARD_v3.0.8_SRST2,TetX_Tet,tetX_2352,100,236.514,1snp,,0.086,1167,0.146,385,2352,
Met8578,CARD_v3.0.8_SRST2,LsaC_MLS,lsaC_2171,91.075,11.365,95snp132holes,edge1.0,7.053,1479,0.5,279,2171,
Met8578,CARD_v3.0.8_SRST2,APH3'_AGly,aph3'-Ia_148,100,13.578,,,0,816,0.1,11,148,
Met8578,CARD_v3.0.8_SRST2,ACI_Bla,ACI-1_202,100,51.405,1indel,,0,855,0.4,33,202,
Met8578,CARD_v3.0.8_SRST2,BIL_Bla,BIL-1_306,100,32.197,10snp,,0.873,1146,0.075,50,306,
Met8578,CARD_v3.0.8_SRST2,TetO_Tet,tetO_2344,100,40.512,10snp,,0.521,1920,0.455,379,2344,
Met8578,CARD_v3.0.8_SRST2,TetM_Tet,tetM.v2_2343,100,133.768,10snp,,0.521,1920,0.488,378,2343,
Met8578,CARD_v3.0.8_SRST2,TetD_Tet,tetD_2331,100,22.562,61snp,,5.148,1185,0.1,371,2331,
Met8578,CARD_v3.0.8_SRST2,Erm_MLS,ermB.v1_2136,100,83.119,3snp,,0.407,738,0.044,267,2136,
Met8578,CARD_v3.0.8_SRST2,TetJ_Tet,tetJ_2338,100,79.624,18snp,,1.504,1197,0.494,375,2338,
Met8578,CARD_v3.0.8_SRST2,TetL_Tet,tetL.v1_2340,97.531,17.316,34holes,edge0.0,0,1377,0.15,377,2340,
Met8691,CARD_v3.0.8_SRST2,VanSB_Gly,vanSB_2057,100,42.499,48snp,,3.571,1344,0.475,213,2057,
Met8691,CARD_v3.0.8_SRST2,Cmr_Phe,cmx_2268,93.452,31.992,2snp77holes,,0.182,1176,0.167,331,2268,
Met8691,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,79.174,,,0,837,0.063,392,2410,
Met8691,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,99.876,63.05,1indel,,0,804,0.077,391,2409,
Met8691,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrF_2404,100,109.238,,,0,495,0.049,390,2404,
Met8691,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,99.845,,,0,966,0.031,69,352,
Met8691,CARD_v3.0.8_SRST2,VanXB_Gly,vanXB_2079,99.672,39.434,25snp3indel,,4.105,609,0.391,235,2079,
Met8691,CARD_v3.0.8_SRST2,VanVB_Gly,vanVB_2074,97.971,5.676,7holes,,0,345,0,230,2074,
Met8691,CARD_v3.0.8_SRST2,VanWB_Gly,vanWB_2075,100,40.257,36snp,,4.348,828,0.364,231,2075,
Met8691,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,99.097,24.036,42snp11holes,,3.48,1218,0.343,255,2099,
Met8691,CARD_v3.0.8_SRST2,PC1_Bla,PC1-6_1370,100,59.345,20snp,,2.364,846,0.491,119,1370,
Met8691,CARD_v3.0.8_SRST2,SAT_AGly,sat-4_195,100,64.892,1snp,,0.184,543,0.05,29,195,
Met8691,CARD_v3.0.8_SRST2,VanB_Gly,vanB_2026,100,44.423,,,0,1029,0.29,182,2026,
Met8691,CARD_v3.0.8_SRST2,Tet-32_Tet,tet32.v2_2294,100,42.482,4snp,,0.208,1920,0.5,345,2294,
Met8691,CARD_v3.0.8_SRST2,AAC6';APH2''_AGly,aac6'-Ie-aph2''-Ia_91,100,71.901,,,0,1440,0.056,3,91,
Met8691,CARD_v3.0.8_SRST2,ANT6_AGly,ant6-Ia.v1_136,100,12.324,,,0,909,0.25,7,136,
Met8691,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,8.063,,,0,762,0.167,6,128,
Met8691,CARD_v3.0.8_SRST2,MphB_MLS,mphB.v2_2176,100,15.314,10snp,,2.096,477,0.1,283,2176,
Met8691,CARD_v3.0.8_SRST2,VanHB_Gly,vanHB_2033,99.897,47.094,45snp2indel,,4.63,972,0.364,189,2033,
Met8691,CARD_v3.0.8_SRST2,VanRB_Gly,vanRB_2045,100,38.566,33snp,,4.977,663,0.5,201,2045,
Met8691,CARD_v3.0.8_SRST2,VanRD_Gly,vanRD_2047,100,22.019,38snp,,5.436,699,0.19,203,2047,
Met8691,CARD_v3.0.8_SRST2,TetT_Tet,tetT_2347,100,258.237,2snp,,0.102,1956,0.027,381,2347,
Met8691,CARD_v3.0.8_SRST2,VanYB_Gly,vanYB_2091,100,37.516,46snp,,5.7,807,0.455,247,2091,
Met8691,CARD_v3.0.8_SRST2,Erm_MLS,ermG.v1_2144,100,27.065,,edge2.0,0,735,0.143,267,2144,
Met8691,CARD_v3.0.8_SRST2,VanYD_Gly,vanYD_2092,90.647,14.418,24snp1indel38holes,edge0.0,6.332,417,0.118,248,2092,
Met8691,CARD_v3.0.8_SRST2,APH3'_AGly,aph3'-IIIa_153,100,231.151,,,0,795,0.018,11,153,
Met8691,CARD_v3.0.8_SRST2,APH3''_AGly,aph3''-Ib_146,99.876,63.029,1snp1indel,,0.124,804,0.077,10,146,
Met8691,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,100,79.167,1snp,,0.119,837,0.063,13,172,
Met8691,CARD_v3.0.8_SRST2,AmpC1_Bla,AmpC1_286,100,16.366,28snp,,2.146,1305,0.273,38,286,
Met8691,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,14.212,,edge1.0,0,840,0.118,338,2283,
Met8691,CARD_v3.0.8_SRST2,LnuC_MLS,lnuC_2163,100,107.224,4snp,,0.808,495,0.023,272,2163,
Met8691,CARD_v3.0.8_SRST2,TetQ_Tet,tetQ_2345,100,93.142,,,0,1974,0.036,379,2345,
Met8691,CARD_v3.0.8_SRST2,TetM_Tet,tetM.v2_2343,100,1401.546,5snp,,0.26,1920,0.178,378,2343,
Met8691,CARD_v3.0.8_SRST2,Tet-40_Tet,tet40_2301,100,29.183,6snp,,0.491,1221,0.5,352,2301,
Met8691,CARD_v3.0.8_SRST2,MsrA_MLS,msrA.v1_2191,96.455,6.172,1snp52holes,,0.071,1467,0.5,296,2191,
Met8691,CARD_v3.0.8_SRST2,TetW_Tet,tetW_2351,100,145.777,122snp,,6.354,1920,0.5,384,2351,
Met8691,CARD_v3.0.8_SRST2,TetL_Tet,tetL.v1_2340,100,7.065,,,0,1377,0.5,377,2340,
Met8691,CARD_v3.0.8_SRST2,TetK_Tet,tetK_2339,98.623,6.386,1snp19holes,edge2.0,0.073,1380,0.333,376,2339,
Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met8579,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,212.048,,,0,840,0.025,338,2283,
Met8579,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,4.092,,edge2.0,0,837,0.5,392,2410,
Met8579,CARD_v3.0.8_SRST2,OXA_Bla,OXA-24_1029,99.155,6.291,7holes,edge0.0,0,828,0.333,117,1029,
Met8579,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,96.835,7.946,15holes,edge0.0,0,474,0.143,390,2357,
Met8579,CARD_v3.0.8_SRST2,LsaA_MLS,lsaA_2169,100,9.212,20snp,,1.336,1497,0.5,277,2169,
Met8579,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,818.759,,,0,966,0.08,69,352,
Met8579,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,98.933,105.473,65snp13holes,edge2.0,5.394,1218,0.034,255,2099,
Met8579,CARD_v3.0.8_SRST2,SAT_AGly,sat-2_193,100,8.901,,,0,525,0.143,29,193,
Met8579,CARD_v3.0.8_SRST2,AAC2'_AGly,aac2'-Ia_1,100,25.69,,,0,537,0.231,1,1,
Met8579,CARD_v3.0.8_SRST2,Tet-32_Tet,tet32.v1_2293,100,42.537,,,0,1920,0.15,345,2293,
Met8579,CARD_v3.0.8_SRST2,AAC6';APH2''_AGly,aac6'-Ie-aph2''-Ia_91,99.931,12.1,1holes,edge2.0,0,1440,0.25,3,91,
Met8579,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,187.971,2snp3indel,,0.253,792,0.224,5,93,
Met8579,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,7.798,,,0,534,0.25,4,92,
Met8579,CARD_v3.0.8_SRST2,ANT6_AGly,aadS_133,100,28.75,3snp,,0.347,864,0.067,7,133,
Met8579,CARD_v3.0.8_SRST2,ANT4'_AGly,ant4'-Ib_128,100,6.054,,,0,762,0.2,6,128,
Met8579,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,20.028,,,0,642,0.321,326,2253,
Met8579,CARD_v3.0.8_SRST2,TEM_Bla,TEM-106_1709,100,82.443,1snp,,0.116,861,0.213,143,1709,
Met8579,CARD_v3.0.8_SRST2,TetB_Tet,tetB.v2_2325,100,25.772,4snp,,0.332,1206,0.5,369,2325,
Met8579,CARD_v3.0.8_SRST2,PDC_Bla,PDC-10_1372,100,36.079,28snp,,2.345,1194,0.079,120,1372,
Met8579,CARD_v3.0.8_SRST2,TetW_Tet,tetW_2351,100,178.958,31snp,,1.615,1920,0.496,384,2351,
Met8579,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,26.116,3snp,,1.515,198,0.063,169,1919,
Met8579,CARD_v3.0.8_SRST2,VanXYG_Gly,vanXYG_2087,90.85,20.046,20snp70holes,,2.878,765,0.077,243,2087,
Met8579,CARD_v3.0.8_SRST2,APH3'_AGly,aph3'-Ia_148,100,8.694,,,0,816,0.167,11,148,
Met8579,CARD_v3.0.8_SRST2,APH3''_AGly,aph3''-Ib_146,100,3.672,1snp,edge1.0,0.124,804,0.5,10,146,
Met8579,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,100,4.092,1snp,edge2.0,0.119,837,0.5,13,172,
Met8579,CARD_v3.0.8_SRST2,Tet-33_Tet,tet33_2295,100,25.07,10snp,,0.817,1224,0.083,346,2295,
Met8579,CARD_v3.0.8_SRST2,StrA_AGly,strA.v1_2409,100,3.672,,edge1.0,0,804,0.5,391,2409,
Met8579,CARD_v3.0.8_SRST2,ADC_Bla,ADC-79_281,91.319,4.895,5snp100holes,edge0.0,0.475,1152,0.5,35,281,
Met8579,CARD_v3.0.8_SRST2,TetO_Tet,tetO_2344,100,324.958,10snp,,0.521,1920,0.378,379,2344,
Met8579,CARD_v3.0.8_SRST2,TetM_Tet,tetM.v2_2343,100,381.451,7snp,,0.365,1920,0.484,378,2343,
Met8579,CARD_v3.0.8_SRST2,LsaC_MLS,lsaC_2171,99.932,53.5,86snp1holes,,5.819,1479,0.493,279,2171,
Met8579,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v1_2138,97.007,12.053,3snp22holes,edge0.0,0.421,735,0.444,267,2138,
Met8579,CARD_v3.0.8_SRST2,TetJ_Tet,tetJ_2338,100,7.432,20snp,edge2.0,1.671,1197,0.375,375,2338,
Met8579,CARD_v3.0.8_SRST2,TetL_Tet,tetL.v1_2340,97.531,15.88,34holes,edge0.0,0,1377,0.375,377,2340,
Met8579,CARD_v3.0.8_SRST2,TetX_Tet,tetX_2352,100,181.64,1snp,,0.086,1167,0.221,385,2352,
