user_genome,domain,phylum,class,order,family,genus,species,Unique_ptid,site_specific,Survey_Period
Met5756_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus lugdunensis,22,Tw,1
Met5757_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,6,Fg,1
Met5758_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,6,Tw,1
Met5759_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP scindens,17,An,1
Met5760_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,17,Fg,1
Met5761_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,17,Tw,1
Met5762_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium breve,31,Fg,1
Met5763_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,31,N,1
Met5764_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,13,An,1
Met5765_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,13,Fg,1
Met5766_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,13,Ic,1
Met5767_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,13,N,1
Met5768_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,13,Tw,1
Met5769_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,25,An,1
Met5770_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,25,Fg,1
Met5771_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,25,Ic,1
Met5772_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,25,Tw,1
Met5773_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium striatum,33,N,1
Met5774_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,33,Tw,1
Met5775_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,49,An,1
Met5776_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,49,Ic,1
Met5777_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,49,N,1
Met5780_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Dermabacter,s__Dermabacter hominis,40,Tw,1
Met5781_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,s__Veillonella_A sp018364065,34,An,1
Met5782_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp900551465,34,Ic,1
Met5783_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Lawsonella,s__Lawsonella clevelandensis_A,16,Fg,1
Met5784_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,16,Tw,1
Met5785_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa_A,19,N,1
Met5787_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimivicinus,s__Fimivicinus sp900544715,11,An,1
Met5788_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Longicatena,s__Longicatena caecimuris,11,Ic,1
Met5789_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera sp001546855,27,An,1
Met5790_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,27,Fg,1
Met5791_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Pyramidobacter,s__,27,Ic,1
Met5792_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,27,N,1
Met5793_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,27,Tw,1
Met5795_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,3,Fg,1
Met5796_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera massiliensis,3,Ic,1
Met5797_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,3,N,1
Met5798_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,3,Tw,1
Met5799_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera massiliensis,26,An,1
Met5800_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Oligella,s__Oligella urethralis,26,Ic,1
Met5801_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,26,N,1
Met5802_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini,18,An,1
Met5803_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp900539985,18,Fg,1
Met5804_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes onderdonkii,18,Ic,1
Met5805_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,18,N,1
Met5806_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii,52,Ic,1
Met5807_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,52,N,1
Met5808_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,52,Tw,1
Met5809_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Aphodousia,s__Aphodousia faecalis,38,An,1
Met5810_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,38,Ic,1
Met5811_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,38,N,1
Met5812_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Clostridium_AQ,s__Clostridium_AQ innocuum,41,An,1
Met5814_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,41,Tw,1
Met5815_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor plautii,54,An,2
Met6289_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__QFNR01,s__QFNR01 sp003248485,9,N,1
Met6290_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,27,Bu/To,1
Met6291_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,33,N,2
Met6294_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,12,N,2
Met6298_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,3,Ne,3
Met7485_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,11,An,2
Met7486_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium accolens,15,N,1
Met7487_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Alloiococcus,s__Alloiococcus otitis,23,Ea,1
Met7488_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini,23,Ax,3
Met7489_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,23,Ax,2
Met7490_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,27,An,2
Met7492_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,27,Fg,2
Met7493_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,27,Fg,3
Met7494_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,27,Ic,3
Met7495_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__,27,N,2
Met7496_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__,27,N,3
Met7497_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,27,Tw,2
Met7498_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP sp000509125,31,An,1
Met7499_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini,31,An,2
Met7500_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,31,An,3
Met7501_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium breve,31,Fg,2
Met7502_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,31,Fg,3
Met7503_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus octavius,31,Tw,1
Met7504_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,31,Tw,2
Met7505_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,31,Tw,3
Met7506_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,31,N,2
Met7507_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,31,N,3
Met7508_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium accolens,11,N,1
Met7509_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus hominis,46,Ea,1
Met7510_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,41,N,1
Met7511_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,41,N,2
Met7512_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,11,N,2
Met7513_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Auritidibacter,s__Auritidibacter ignavus,11,N,3
Met7514_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP scindens,53,An,2
Met7515_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus auricularis,53,Ea,1
Met7516_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,53,Ic,2
Met7517_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,53,N,2
Met7518_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,11,Tw,1
Met7519_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus nagyae,11,Tw,2
Met7520_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,54,Fg,2
Met7522_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,54,Ic,3
Met7523_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Alcaligenes,s__Alcaligenes faecalis,54,N,2
Met7524_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,54,N,3
Met7525_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__Burkholderia aenigmatica,54,Tw,2
Met7526_refinement_outMetawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,54,Tw,3
Met4826_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A,s__Moraxella_A atlantae,53,Ea,2
Met4827_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_A,s__Enterococcus_A raffinosus,53,Ic,2
Met4828_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paragasseri,53,An,2
Met4830_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,53,Fg,2
Met4832_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,35,N,2
Met4836_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus marasmi,35,Tw,2
Met4837_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp900539985,35,Fg,2
Met4840_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium otitidis,23,Ea,2
Met4841_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,s__Veillonella_A sp018364065,23,Ic,2
Met4843_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp900539985,23,Fg,2
Met4847_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,46,Ic,2
Met4849_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,46,Fg,2
Met4851_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,28,N,2
Met4853_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,28,Ic,2
Met4854_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor plautii,28,An,2
Met4855_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,28,Tw,2
